County,03/22,03/23,03/24,03/25,03/26,03/27,03/28,03/29,03/30,03/31,04/01,04/02,04/03,04/04,04/05,04/06,04/07,04/08,04/09,04/10,04/11,04/12,04/13,04/14,04/15,04/16,04/17,04/18,04/19,04/20,04/21,04/22,04/24,04/25,04/26,04/27,04/28,04/29,04/30,05/01,05/02,05/03,05/04,05/05,05/06,05/07,05/08,05/09,05/10,05/11,05/12,05/13,05/14,05/15,05/16,05/17,05/18,05/19,05/20,05/21,05/22,05/23,05/24,05/25,05/26,05/27,05/28,05/29,05/30,05/31,06/01,06/02,06/03,06/04,06/05,06/06,06/07,06/08,06/09,06/10,06/11,06/12,06/13,06/14,06/15,06/16,06/17,06/18,06/19,06/20,06/21,06/22,06/23,06/24,06/25,06/26,06/27,06/28,06/29,06/30,07/01,07/02,07/03,07/04,07/05,07/06,07/07,07/08,07/09,07/10,07/11,07/12,07/13,07/14,07/15,07/16,07/17,07/18,07/19,07/20,07/21,07/22,07/23,07/24,07/25,07/26,07/27,07/28,07/29,07/30,07/31,08/01,08/02,08/03,08/04,08/05,08/06,08/07,08/08,08/09
Napa,1.0,2.0,2.0,2.0,6.0,6.0,9.0,10.0,14.0,14.0,15.0,18.0,18.0,20.0,20.0,22.0,22.0,25.0,25.0,32.0,32.0,34.0,34.0,38.0,38.0,39.0,44.0,47.0,47.0,48.0,48.0,54.0,57.0,58.0,60.0,60.0,64.0,66.0,67.0,67.0,68.0,70.0,70.0,74.0,75.0,78.0,78.0,78.0,78.0,79.0,79.0,81.0,81.0,83.0,83.0,90.0,90.0,92.0,92.0,94.0,95.0,96.0,101.0,101.0,101.0,109.0,109.0,111.0,111.0,112.0,112.0,113.0,113.0,124.0,126.0,129.0,141.0,141.0,153.0,157.0,161.0,163.0,168.0,183.0,183.0,190.0,199.0,202.0,206.0,216.0,224.0,224.0,239.0,239.0,251.0,258.0,270.0,270.0,270.0,310.0,317.0,333.0,344.0,344.0,376.0,376.0,436.0,448.0,453.0,466.0,477.0,477.0,477.0,518.0,530.0,561.0,578.0,583.0,583.0,583.0,632.0,661.0,685.0,711.0,737.0,737.0,737.0,766.0,806.0,860.0,865.0,888.0,888.0,888.0,888.0,980.0,1007.0,1025.0,1046.0,1046.0
Sutter,0.0,0.0,0.0,0.0,2.0,2.0,3.0,6.0,6.0,9.0,10.0,14.0,14.0,16.0,16.0,16.0,16.0,19.0,20.0,37.0,37.0,37.0,37.0,23.0,24.0,24.0,24.0,25.0,25.0,26.0,26.0,26.0,44.0,44.0,44.0,45.0,45.0,29.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,32.0,33.0,34.0,34.0,35.0,37.0,37.0,37.0,38.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,42.0,42.0,42.0,42.0,43.0,46.0,46.0,46.0,46.0,48.0,51.0,55.0,55.0,65.0,65.0,67.0,69.0,69.0,83.0,86.0,88.0,89.0,89.0,97.0,99.0,101.0,101.0,161.0,125.0,127.0,140.0,147.0,152.0,160.0,176.0,176.0,197.0,206.0,206.0,243.0,252.0,252.0,275.0,323.0,337.0,337.0,372.0,388.0,403.0,441.0,441.0,471.0,491.0,491.0,520.0,539.0,553.0,553.0,567.0,601.0,615.0,637.0,647.0,670.0,731.0,731.0,755.0,768.0,786.0,797.0,840.0,840.0,893.0,893.0,921.0
El Dorado,0.0,2.0,2.0,3.0,3.0,9.0,12.0,12.0,12.0,15.0,18.0,18.0,19.0,22.0,22.0,22.0,22.0,28.0,29.0,30.0,32.0,32.0,32.0,34.0,35.0,35.0,36.0,36.0,36.0,36.0,38.0,39.0,40.0,42.0,42.0,42.0,42.0,44.0,44.0,44.0,47.0,47.0,47.0,47.0,53.0,54.0,54.0,54.0,54.0,54.0,56.0,60.0,60.0,62.0,64.0,64.0,64.0,67.0,67.0,67.0,67.0,67.0,74.0,74.0,78.0,78.0,80.0,84.0,84.0,90.0,90.0,96.0,96.0,96.0,98.0,102.0,106.0,106.0,109.0,111.0,111.0,111.0,113.0,113.0,113.0,117.0,118.0,121.0,125.0,130.0,130.0,130.0,145.0,150.0,153.0,158.0,158.0,158.0,158.0,178.0,178.0,198.0,206.0,206.0,226.0,226.0,226.0,264.0,280.0,292.0,307.0,307.0,307.0,307.0,350.0,363.0,381.0,394.0,394.0,394.0,443.0,464.0,486.0,508.0,513.0,513.0,513.0,513.0,555.0,589.0,613.0,637.0,637.0,637.0,637.0,668.0,668.0,716.0,716.0,729.0
San Benito,5.0,6.0,6.0,7.0,9.0,13.0,14.0,14.0,14.0,17.0,21.0,23.0,23.0,23.0,23.0,23.0,23.0,33.0,33.0,34.0,35.0,35.0,35.0,39.0,39.0,41.0,44.0,44.0,44.0,44.0,44.0,45.0,47.0,47.0,47.0,47.0,47.0,48.0,50.0,50.0,51.0,51.0,51.0,51.0,52.0,53.0,53.0,54.0,55.0,55.0,56.0,58.0,58.0,59.0,59.0,60.0,61.0,61.0,63.0,64.0,64.0,66.0,69.0,70.0,72.0,76.0,76.0,85.0,85.0,87.0,87.0,87.0,88.0,90.0,96.0,102.0,105.0,105.0,107.0,109.0,109.0,109.0,112.0,121.0,125.0,129.0,129.0,140.0,153.0,161.0,164.0,170.0,181.0,185.0,191.0,194.0,198.0,205.0,205.0,213.0,213.0,239.0,257.0,257.0,265.0,273.0,273.0,292.0,304.0,311.0,311.0,336.0,362.0,362.0,398.0,408.0,418.0,434.0,437.0,448.0,458.0,486.0,494.0,513.0,521.0,525.0,536.0,536.0,553.0,601.0,609.0,622.0,622.0,643.0,647.0,689.0,689.0,699.0,699.0,709.0
Shasta,1.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,7.0,7.0,11.0,12.0,17.0,20.0,21.0,23.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,32.0,32.0,32.0,33.0,33.0,33.0,34.0,34.0,34.0,34.0,34.0,34.0,36.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0,39.0,39.0,39.0,40.0,40.0,42.0,42.0,42.0,46.0,46.0,47.0,48.0,48.0,49.0,50.0,51.0,51.0,51.0,62.0,76.0,80.0,81.0,86.0,88.0,92.0,96.0,97.0,101.0,105.0,112.0,112.0,129.0,135.0,135.0,148.0,154.0,154.0,163.0,171.0,176.0,176.0,187.0,195.0,200.0,203.0,215.0,220.0,227.0,227.0,242.0,242.0,255.0,268.0,276.0,291.0,291.0,291.0,311.0,323.0,348.0,360.0,369.0,369.0,369.0,390.0,397.0,404.0,411.0,411.0,418.0
Mendocino,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,14.0,14.0,14.0,15.0,15.0,21.0,21.0,21.0,21.0,22.0,23.0,25.0,30.0,30.0,30.0,30.0,30.0,30.0,33.0,33.0,33.0,33.0,36.0,36.0,36.0,36.0,38.0,38.0,38.0,38.0,47.0,47.0,54.0,54.0,54.0,54.0,62.0,62.0,72.0,74.0,76.0,76.0,76.0,76.0,78.0,85.0,85.0,85.0,85.0,85.0,85.0,92.0,98.0,107.0,107.0,113.0,113.0,132.0,146.0,155.0,165.0,177.0,185.0,194.0,199.0,207.0,217.0,234.0,234.0,249.0,257.0,265.0,274.0,280.0,293.0,312.0,312.0,317.0,322.0,341.0,341.0,363.0,363.0,380.0
Colusa,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,11.0,14.0,16.0,17.0,17.0,17.0,35.0,46.0,59.0,70.0,70.0,70.0,70.0,70.0,86.0,98.0,103.0,103.0,113.0,113.0,113.0,135.0,140.0,147.0,173.0,173.0,173.0,223.0,234.0,242.0,250.0,263.0,263.0,263.0,273.0,292.0,304.0,312.0,323.0,323.0,323.0,331.0,357.0,359.0,361.0,362.0,362.0
Glenn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,14.0,14.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,18.0,18.0,19.0,19.0,23.0,23.0,24.0,24.0,24.0,32.0,34.0,34.0,42.0,42.0,42.0,42.0,42.0,66.0,74.0,87.0,87.0,87.0,87.0,103.0,103.0,115.0,122.0,122.0,122.0,122.0,122.0,146.0,153.0,159.0,164.0,164.0,164.0,176.0,183.0,190.0,200.0,214.0,214.0,214.0,219.0,237.0,251.0,251.0,265.0,265.0,265.0,265.0,303.0,311.0,315.0,325.0,325.0,325.0,332.0,332.0,346.0,352.0,360.0,360.0
Nevada,1.0,2.0,3.0,4.0,7.0,8.0,12.0,12.0,17.0,21.0,26.0,26.0,30.0,31.0,31.0,32.0,32.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,36.0,36.0,36.0,38.0,38.0,36.0,37.0,37.0,37.0,37.0,39.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,42.0,48.0,49.0,49.0,50.0,50.0,50.0,50.0,50.0,52.0,52.0,52.0,52.0,55.0,57.0,57.0,71.0,75.0,75.0,75.0,82.0,92.0,92.0,101.0,108.0,108.0,108.0,113.0,113.0,117.0,123.0,123.0,129.0,129.0,129.0,151.0,155.0,159.0,163.0,163.0,163.0,163.0,183.0,185.0,197.0,204.0,204.0,204.0,228.0,231.0,242.0,251.0,255.0,255.0,255.0,255.0,273.0,288.0,293.0,299.0,299.0,299.0,299.0,316.0,316.0,321.0,321.0,322.0
Humboldt,2.0,2.0,4.0,5.0,10.0,12.0,14.0,18.0,18.0,21.0,27.0,28.0,37.0,44.0,44.0,44.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0,55.0,55.0,57.0,61.0,64.0,64.0,68.0,68.0,72.0,77.0,77.0,86.0,88.0,88.0,88.0,93.0,93.0,93.0,94.0,98.0,98.0,98.0,99.0,101.0,101.0,102.0,103.0,104.0,104.0,104.0,104.0,105.0,105.0,105.0,105.0,105.0,106.0,106.0,106.0,107.0,107.0,108.0,108.0,110.0,110.0,112.0,113.0,122.0,127.0,129.0,129.0,129.0,133.0,133.0,133.0,138.0,144.0,144.0,144.0,144.0,154.0,157.0,161.0,165.0,165.0,165.0,165.0,167.0,175.0,178.0,181.0,181.0,181.0,189.0,195.0,200.0,203.0,203.0,205.0,205.0,205.0,217.0,228.0,231.0,233.0,233.0,233.0,233.0,245.0,245.0,280.0,280.0,282.0
Amador,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,12.0,12.0,12.0,12.0,13.0,13.0,22.0,16.0,19.0,20.0,20.0,20.0,21.0,22.0,22.0,24.0,26.0,26.0,31.0,31.0,33.0,34.0,35.0,36.0,36.0,40.0,40.0,40.0,45.0,48.0,49.0,51.0,51.0,54.0,57.0,62.0,65.0,65.0,71.0,71.0,76.0,81.0,84.0,89.0,110.0,115.0,125.0,126.0,126.0,137.0,137.0,156.0,162.0,164.0
Tuolumne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,12.0,12.0,14.0,15.0,22.0,22.0,22.0,28.0,28.0,28.0,30.0,43.0,43.0,43.0,43.0,43.0,57.0,58.0,60.0,64.0,64.0,73.0,73.0,76.0,80.0,84.0,85.0,85.0,85.0,101.0,104.0,109.0,109.0,126.0,126.0,126.0,131.0,131.0,132.0,134.0,141.0,141.0,141.0,141.0,144.0,144.0,147.0,147.0,152.0
Calaveras,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,9.0,9.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,19.0,19.0,19.0,19.0,19.0,21.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,32.0,32.0,32.0,32.0,32.0,40.0,53.0,53.0,53.0,53.0,53.0,61.0,61.0,61.0,67.0,67.0,67.0,67.0,75.0,75.0,75.0,87.0,87.0,87.0,87.0,94.0,94.0,94.0,99.0,99.0,99.0,99.0,99.0,108.0,108.0,125.0,125.0,125.0,125.0,136.0,136.0,136.0,136.0,147.0
Siskiyou,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,12.0,12.0,13.0,14.0,14.0,14.0,15.0,16.0,18.0,20.0,20.0,21.0,21.0,22.0,23.0,24.0,25.0,26.0,26.0,26.0,27.0,27.0,28.0,28.0,31.0,31.0,31.0,31.0,31.0,32.0,32.0,33.0,33.0,41.0,41.0,41.0,41.0,43.0,43.0,44.0,44.0,44.0,44.0,50.0,53.0,55.0,60.0,60.0,61.0,61.0,65.0,66.0,67.0,72.0,72.0,73.0,73.0,73.0,88.0,88.0,90.0,92.0,93.0
Inyo,0.0,0.0,0.0,1.0,2.0,3.0,5.0,8.0,8.0,8.0,9.0,9.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,27.0,27.0,27.0,29.0,27.0,30.0,31.0,31.0,32.0,32.0,33.0,33.0,33.0,33.0,34.0,34.0,34.0,34.0,34.0,35.0,35.0,37.0,37.0,38.0,37.0,37.0,37.0,40.0,40.0,41.0,41.0,44.0,44.0,40.0,40.0,46.0,47.0,50.0,50.0,51.0,51.0,61.0,64.0,66.0,84.0,86.0,64.0
